Notes,State,State Code,Year,Year Code,Deaths,Population,Crude Rate,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,Age Adjusted Rate Standard Error
,Tennessee,47,2010,2010,227,3467993,6.5,6.2,5.4,7.1,0.4
,Tennessee,47,2011,2011,252,3468885,7.3,7,6.1,7.9,0.4
,Tennessee,47,2012,2012,269,3473472,7.7,7.6,6.7,8.5,0.5
,Tennessee,47,2013,2013,255,3470970,7.3,7.2,6.3,8,0.5
,Tennessee,47,2014,2014,262,3481139,7.5,7.4,6.5,8.3,0.5
,Tennessee,47,2015,2015,251,3488582,7.2,7.1,6.2,7.9,0.4
,Tennessee,47,2016,2016,253,3494612,7.2,7.1,6.2,8,0.5
,Tennessee,47,2017,2017,294,3514193,8.4,8.2,7.3,9.2,0.5
,Tennessee,47,2018,2018,255,3525111,7.2,7.3,6.4,8.2,0.5
,Tennessee,47,2019,2019,295,3537798,8.3,8.4,7.4,9.4,0.5
,Tennessee,47,2020,2020,318,3550711,9,9.1,8.1,10.1,0.5
,Texas,48,1999,1999,610,12082506,5,5.5,5.1,5.9,0.2
,Texas,48,2000,2000,612,12271094,5,5.3,4.9,5.8,0.2
,Texas,48,2001,2001,685,12559930,5.5,5.8,5.4,6.2,0.2
,Texas,48,2002,2002,731,12725375,5.7,6.1,5.6,6.5,0.2
,Texas,48,2003,2003,723,12867665,5.6,5.9,5.4,6.3,0.2
,Texas,48,2004,2004,693,13028956,5.3,5.5,5.1,5.9,0.2
,Texas,48,2005,2005,742,13200635,5.6,5.8,5.4,6.2,0.2
,Texas,48,2006,2006,692,13469923,5.1,5.3,4.9,5.6,0.2
,Texas,48,2007,2007,702,13683356,5.1,5.2,4.8,5.6,0.2
,Texas,48,2008,2008,673,13881908,4.8,4.9,4.5,5.3,0.2
,Texas,48,2009,2009,682,14081824,4.8,4.9,4.5,5.3,0.2
,Texas,48,2010,2010,693,14207394,4.9,5,4.6,5.4,0.2
,Texas,48,2011,2011,716,14400334,5,5.1,4.7,5.5,0.2
,Texas,48,2012,2012,657,14564409,4.5,4.7,4.3,5,0.2
,Texas,48,2013,2013,728,14706707,5,5.1,4.7,5.5,0.2
,Texas,48,2014,2014,734,14937951,4.9,5.1,4.7,5.5,0.2
,Texas,48,2015,2015,740,15166484,4.9,5.1,4.7,5.4,0.2
,Texas,48,2016,2016,722,15306785,4.7,4.9,4.6,5.3,0.2
,Texas,48,2017,2017,775,15509078,5,5.2,4.9,5.6,0.2
,Texas,48,2018,2018,822,15701943,5.2,5.5,5.1,5.9,0.2
,Texas,48,2019,2019,893,15828817,5.6,5.9,5.5,6.3,0.2
,Texas,48,2020,2020,1070,16013052,6.7,7.1,6.7,7.5,0.2
,Utah,49,1999,1999,49,1287168,3.8,4.7,3.4,6.2,0.7
,Utah,49,2000,2000,45,1305740,3.4,4.2,3,5.6,0.6
,Utah,49,2001,2001,55,1336885,4.1,4.9,3.7,6.4,0.7
,Utah,49,2002,2002,57,1356221,4.2,5,3.8,6.5,0.7
,Utah,49,2003,2003,58,1370164,4.2,5,3.8,6.4,0.7
,Utah,49,2004,2004,51,1386874,3.7,4.4,3.2,5.8,0.6
,Utah,49,2005,2005,45,1410951,3.2,3.8,2.7,5.1,0.6
,Utah,49,2006,2006,52,1439077,3.6,4.2,3.1,5.5,0.6
,Utah,49,2007,2007,64,1471084,4.4,4.9,3.8,6.3,0.6
,Utah,49,2008,2008,55,1497180,3.7,4.1,3.1,5.4,0.6
,Utah,49,2009,2009,66,1519177,4.3,5,3.8,6.3,0.6
,Utah,49,2010,2010,63,1532735,4.1,4.8,3.7,6.2,0.6
,Utah,49,2011,2011,64,1554197,4.1,4.8,3.7,6.2,0.6
,Utah,49,2012,2012,64,1568137,4.1,4.8,3.7,6.2,0.6
,Utah,49,2013,2013,66,1588183,4.2,4.9,3.8,6.2,0.6
,Utah,49,2014,2014,86,1607587,5.3,6.3,5,7.8,0.7
,Utah,49,2015,2015,59,1636096,3.6,4.1,3.1,5.3,0.5
,Utah,49,2016,2016,72,1665197,4.3,5.1,4,6.4,0.6
,Utah,49,2017,2017,63,1693331,3.7,4.4,3.3,5.6,0.6
,Utah,49,2018,2018,60,1731586,3.5,4,3.1,5.2,0.5
,Utah,49,2019,2019,75,1762188,4.3,5,3.9,6.3,0.6
,Utah,49,2020,2020,80,1794587,4.5,5.1,4.1,6.4,0.6
,Vermont,50,1999,1999,13,351987,Unreliable,Unreliable,1.9,6,1
,Vermont,50,2000,2000,10,353910,Unreliable,Unreliable,1.3,4.9,0.8
,Vermont,50,2001,2001,17,356139,Unreliable,Unreliable,2.4,6.6,1
,Vermont,50,2002,2002,15,356214,Unreliable,Unreliable,2.2,6.5,1
,Vermont,50,2003,2003,15,355833,Unreliable,Unreliable,2.2,6.5,1
,Vermont,50,2004,2004,14,354944,Unreliable,Unreliable,1.9,5.8,0.9
,Vermont,50,2006,2006,13,352643,Unreliable,Unreliable,1.7,5.5,0.9
,Vermont,50,2007,2007,10,349573,Unreliable,Unreliable,1.3,4.9,0.9
,Vermont,50,2008,2008,14,346242,Unreliable,Unreliable,2,6.3,1
,Vermont,50,2009,2009,10,343084,Unreliable,Unreliable,1.2,4.6,0.8
,Vermont,50,2011,2011,13,336700,Unreliable,Unreliable,1.9,6,1
,Vermont,50,2012,2012,14,332524,Unreliable,Unreliable,2,6,1
,Vermont,50,2014,2014,14,325459,Unreliable,Unreliable,2.1,6.4,1
,Vermont,50,2016,2016,12,318213,Unreliable,Unreliable,1.8,6.2,1
,Vermont,50,2017,2017,12,314451,Unreliable,Unreliable,2,6.7,1.1
,Vermont,50,2018,2018,14,313889,Unreliable,Unreliable,2.5,7.8,1.3
,Vermont,50,2019,2019,13,310372,Unreliable,Unreliable,2.3,7.4,1.2
,Vermont,50,2020,2020,16,308739,Unreliable,Unreliable,3.1,8.9,1.4
,Virginia,51,1999,1999,185,4159761,4.4,4.4,3.8,5.1,0.3
,Virginia,51,2000,2000,190,4201550,4.5,4.5,3.8,5.1,0.3
,Virginia,51,2001,2001,205,4271604,4.8,4.7,4.1,5.3,0.3
,Virginia,51,2002,2002,219,4290726,5.1,5,4.4,5.7,0.3
,Virginia,51,2003,2003,206,4312672,4.8,4.6,4,5.3,0.3
,Virginia,51,2004,2004,211,4356800,4.8,4.7,4.1,5.3,0.3
,Virginia,51,2005,2005,201,4401722,4.6,4.4,3.8,5.1,0.3
,Virginia,51,2006,2006,260,4446115,5.8,5.6,4.9,6.3,0.4
,Virginia,51,2007,2007,196,4469973,4.4,4.2,3.6,4.8,0.3
,Virginia,51,2008,2008,224,4492802,5,4.8,4.1,5.4,0.3
,Virginia,51,2009,2009,217,4517371,4.8,4.6,4,5.2,0.3
,Virginia,51,2010,2010,203,4536403,4.5,4.3,3.7,4.9,0.3
,Virginia,51,2011,2011,242,4551098,5.3,5.1,4.4,5.7,0.3
,Virginia,51,2012,2012,204,4571626,4.5,4.3,3.7,4.9,0.3
,Virginia,51,2013,2013,206,4577063,4.5,4.4,3.8,5,0.3
,Virginia,51,2014,2014,223,4582098,4.9,4.8,4.1,5.4,0.3
,Virginia,51,2015,2015,272,4578652,5.9,5.8,5.1,6.5,0.4
,Virginia,51,2016,2016,266,4550959,5.8,5.8,5.1,6.5,0.4
,Virginia,51,2017,2017,237,4550751,5.2,5.1,4.5,5.8,0.3
,Virginia,51,2018,2018,293,4541669,6.5,6.5,5.7,7.2,0.4
,Virginia,51,2019,2019,265,4516598,5.9,5.9,5.2,6.6,0.4
,Virginia,51,2020,2020,324,4524000,7.2,7.3,6.5,8.1,0.4
,Washington,53,1999,1999,123,3452236,3.6,3.6,2.9,4.2,0.3
,Washington,53,2000,2000,149,3480342,4.3,4.2,3.5,4.9,0.3
,Washington,53,2001,2001,149,3539930,4.2,4.1,3.5,4.8,0.3
,Washington,53,2002,2002,174,3557476,4.9,4.8,4,5.5,0.4
,Washington,53,2003,2003,164,3568293,4.6,4.4,3.7,5.1,0.3
,Washington,53,2004,2004,157,3589871,4.4,4.2,3.6,4.9,0.3
,Washington,53,2005,2005,169,3618783,4.7,4.5,3.8,5.2,0.3
,Washington,53,2006,2006,170,3665118,4.6,4.5,3.8,5.2,0.3
,Washington,53,2007,2007,154,3692919,4.2,4,3.3,4.6,0.3
,Washington,53,2008,2008,176,3726916,4.7,4.5,3.8,5.1,0.3
,Washington,53,2009,2009,152,3753389,4,3.9,3.3,4.5,0.3
,Washington,53,2010,2010,154,3753931,4.1,3.9,3.3,4.5,0.3
,Washington,53,2011,2011,149,3778518,3.9,3.8,3.2,4.5,0.3
,Washington,53,2012,2012,170,3784421,4.5,4.3,3.7,5,0.3
,Washington,53,2013,2013,160,3794161,4.2,4.2,3.6,4.9,0.3
,Washington,53,2014,2014,158,3822610,4.1,4.1,3.5,4.8,0.3
,Washington,53,2015,2015,197,3862828,5.1,5.1,4.4,5.8,0.4
,Washington,53,2016,2016,191,3902294,4.9,4.9,4.2,5.6,0.4
,Washington,53,2017,2017,200,3958992,5.1,5.1,4.4,5.8,0.4
,Washington,53,2018,2018,170,4018069,4.2,4.4,3.7,5,0.3
,Washington,53,2019,2019,182,4053315,4.5,4.7,4,5.4,0.3
,Washington,53,2020,2020,233,4099197,5.7,5.9,5.2,6.7,0.4
,West Virginia,54,1999,1999,78,1020506,7.6,7.4,5.8,9.2,0.8
,West Virginia,54,2000,2000,78,1017496,7.7,7.3,5.8,9.2,0.8
,West Virginia,54,2001,2001,87,1012531,8.6,8.1,6.4,9.9,0.9
,West Virginia,54,2002,2002,98,1006464,9.7,9.1,7.4,11.1,0.9
,West Virginia,54,2003,2003,86,1003322,8.6,7.9,6.3,9.7,0.9
,West Virginia,54,2004,2004,85,997799,8.5,7.7,6.1,9.5,0.8
,West Virginia,54,2005,2005,75,993480,7.5,6.9,5.4,8.7,0.8
,West Virginia,54,2006,2006,75,989629,7.6,7,5.5,8.8,0.8
,West Virginia,54,2007,2007,91,984929,9.2,8.5,6.8,10.5,0.9
,West Virginia,54,2008,2008,86,979059,8.8,8,6.4,9.9,0.9
,West Virginia,54,2009,2009,82,975281,8.4,7.8,6.2,9.7,0.9
,West Virginia,54,2010,2010,97,971644,10,8.8,7.1,10.8,0.9
,West Virginia,54,2011,2011,92,964182,9.5,8.9,7.2,11,0.9
,West Virginia,54,2012,2012,81,954050,8.5,8,6.4,10,0.9
,West Virginia,54,2013,2013,91,946333,9.6,9,7.3,11.1,1
,West Virginia,54,2014,2014,98,936503,10.5,9.7,7.9,11.9,1
,West Virginia,54,2015,2015,103,925515,11.1,10.6,8.5,12.6,1
,West Virginia,54,2016,2016,127,912060,13.9,13.2,10.9,15.5,1.2
,West Virginia,54,2017,2017,99,896952,11,10.6,8.6,12.9,1.1
,West Virginia,54,2018,2018,107,886896,12.1,11.4,9.2,13.5,1.1
,West Virginia,54,2019,2019,87,873913,10,9.6,7.6,11.8,1
,West Virginia,54,2020,2020,114,867396,13.1,12.8,10.4,15.2,1.2
,Wisconsin,55,1999,1999,107,3057995,3.5,3.5,2.9,4.2,0.3
,Wisconsin,55,2000,2000,118,3078483,3.8,3.8,3.1,4.5,0.4
,Wisconsin,55,2001,2001,104,3110062,3.3,3.3,2.6,3.9,0.3
,Wisconsin,55,2002,2002,144,3120731,4.6,4.5,3.8,5.2,0.4
,Wisconsin,55,2003,2003,144,3131410,4.6,4.4,3.7,5.1,0.4
,Wisconsin,55,2004,2004,132,3139463,4.2,4,3.3,4.7,0.4
,Wisconsin,55,2005,2005,133,3146274,4.2,4,3.3,4.7,0.3
,Wisconsin,55,2006,2006,113,3146711,3.6,3.4,2.8,4,0.3
,Wisconsin,55,2007,2007,116,3142090,3.7,3.5,2.9,4.2,0.3
,Wisconsin,55,2008,2008,118,3134056,3.8,3.6,2.9,4.2,0.3
,Wisconsin,55,2009,2009,111,3121252,3.6,3.4,2.7,4,0.3
,Wisconsin,55,2010,2010,105,3106874,3.4,3.2,2.6,3.8,0.3
,Wisconsin,55,2011,2011,106,3090767,3.4,3.3,2.7,3.9,0.3
,Wisconsin,55,2012,2012,131,3065342,4.3,4.1,3.4,4.8,0.4
,Wisconsin,55,2013,2013,113,3044579,3.7,3.5,2.9,4.2,0.3
,Wisconsin,55,2014,2014,125,3026181,4.1,4.1,3.4,4.8,0.4
,Wisconsin,55,2015,2015,137,3005815,4.6,4.5,3.8,5.3,0.4
,Wisconsin,55,2016,2016,150,2982501,5,4.9,4.1,5.7,0.4
,Wisconsin,55,2017,2017,145,2967742,4.9,4.9,4.1,5.7,0.4
,Wisconsin,55,2018,2018,153,2953989,5.2,5.2,4.3,6,0.4
,Wisconsin,55,2019,2019,131,2937646,4.5,4.5,3.7,5.3,0.4
,Wisconsin,55,2020,2020,169,2928679,5.8,6,5.1,6.9,0.5
,Wyoming,56,1999,1999,13,286770,Unreliable,Unreliable,2.3,7.5,1.2
,Wyoming,56,2000,2000,17,288056,Unreliable,Unreliable,3.3,9,1.4
,Wyoming,56,2001,2001,12,288881,Unreliable,Unreliable,2.1,6.9,1.2
,Wyoming,56,2002,2002,17,290447,Unreliable,Unreliable,3.4,9.4,1.4
,Wyoming,56,2003,2003,15,290334,Unreliable,Unreliable,2.4,7.2,1.1
,Wyoming,56,2004,2004,16,291933,Unreliable,Unreliable,3,8.6,1.3
,Wyoming,56,2006,2006,16,295453,Unreliable,Unreliable,2.9,8.5,1.3
,Wyoming,56,2007,2007,18,299735,Unreliable,Unreliable,3.3,9,1.3
,Wyoming,56,2008,2008,24,302940,7.9,8,5.1,12,1.7
,Wyoming,56,2009,2009,10,307853,Unreliable,Unreliable,1.5,5.7,1
,Wyoming,56,2010,2010,12,306652,Unreliable,Unreliable,1.8,6.2,1
,Wyoming,56,2011,2011,15,305309,Unreliable,Unreliable,2.8,8.2,1.3
,Wyoming,56,2012,2012,11,308192,Unreliable,Unreliable,1.7,6.1,1
,Wyoming,56,2013,2013,11,308221,Unreliable,Unreliable,1.7,6.2,1
,Wyoming,56,2017,2017,17,292191,Unreliable,Unreliable,3.6,9.9,1.5
,Wyoming,56,2018,2018,17,289650,Unreliable,Unreliable,3.6,9.9,1.5
,Wyoming,56,2020,2020,20,290866,6.9,7.2,4.4,11.1,1.6
---,,,,,,,,,,,
"Dataset: Underlying Cause of Death, 1999-2020",,,,,,,,,,,
Query Parameters:,,,,,,,,,,,
Title: Deaths Caused by Diabetes Mellitus over the Past Twenty Years,,,,,,,,,,,
ICD-10 Codes: E10-E14 (Diabetes mellitus),,,,,,,,,,,
Ten-Year Age Groups: 15-24 years; 25-34 years; 35-44 years; 45-54 years,,,,,,,,,,,
Group By: State; Year,,,,,,,,,,,
Show Totals: Disabled,,,,,,,,,,,
Show Zero Values: False,,,,,,,,,,,
Show Suppressed: False,,,,,,,,,,,
Standard Population: 2000 U.S. Std. Population,,,,,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,,,,,,
---,,,,,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information.,,,,,,,,,,,
---,,,,,,,,,,,
"Query Date: Aug 12, 2022 6:11:00 PM",,,,,,,,,,,
---,,,,,,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics",,,,,,,,,,,
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,",,,,,,,,,,,
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative",,,,,,,,,,,
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Aug 12, 2022 6:11:00 PM",,,,,,,,,,,
---,,,,,,,,,,,
Messages:,,,,,,,,,,,
1. Totals are not available for these results due to suppression constraints. More Information:,,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/faq.html#Privacy.,,,,,,,,,,,
2. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows.,,,,,,,,,,,
---,,,,,,,,,,,
Caveats:,,,,,,,,,,,
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:",,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision.,,,,,,,,,,,
2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of,,,,,,,,,,,
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data.",,,,,,,,,,,
More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies.,,,,,,,,,,,
3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code,,,,,,,,,,,
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,",,,,,,,,,,,
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in",,,,,,,,,,,
interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies.,,,,,,,,,,,
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other",,,,,,,,,,,
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in",,,,,,,,,,,
interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies.,,,,,,,,,,,
5. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:,,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality.,,,,,,,,,,,
6. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable.,,,,,,,,,,,
7. The populations used to calculate standard age-adjusted rates are documented here: More information:,,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population.,,,,,,,,,,,
8. The method used to calculate age-adjusted rates is documented here: More information:,,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates.,,,,,,,,,,,
"9. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,",,,,,,,,,,,
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:",,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated.,,,,,,,,,,,
10. The method used to calculate 95% confidence intervals is documented here: More information:,,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Confidence-Intervals.,,,,,,,,,,,
11. The method used to calculate standard errors is documented here: More information:,,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Standard-Errors.,,,,,,,,,,,
"12. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020",,,,,,,,,,,
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the",,,,,,,,,,,
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for",,,,,,,,,,,
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS",,,,,,,,,,,
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the",,,,,,,,,,,
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race",,,,,,,,,,,
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The",,,,,,,,,,,
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal",,,,,,,,,,,
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident",,,,,,,,,,,
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are",,,,,,,,,,,
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,",,,,,,,,,,,
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012",,,,,,,,,,,
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July",,,,,,,,,,,
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010",,,,,,,,,,,
are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident,,,,,,,,,,,
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population",,,,,,,,,,,
figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1,,,,,,,,,,,
estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population,,,,,,,,,,,
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which",,,,,,,,,,,
were available at the time of release.,,,,,,,,,,,